UniqueID,biddable,startprice,condition,cellular,carrier,color,storage,productline,sold,noDescription,charCountDescription,upperCaseDescription,startprice_99end
10244,not biddable,155,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,100,4,not a 99 ending
10245,biddable,300,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini3,1,contains description,0,0,not a 99 ending
10246,biddable,400,used,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
10247,biddable,1,used,No cellular,None,Unknown,16/32/64 GB,iPad 3,1,contains description,0,0,not a 99 ending
10248,not biddable,89.99,used,Cellular,AT&T,Black,16/32/64 GB,iPad mini,1,no description,41,2,99 ending
10249,not biddable,114.94,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
10250,biddable,45,used,No cellular,None,Black,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
10251,biddable,89,used,No cellular,None,Black,16/32/64 GB,iPad 2,1,no description,101,2,not a 99 ending
10252,not biddable,159.99,used,Cellular,Verizon,Unknown,16/32/64 GB,iPad 2,0,no description,21,1,99 ending
10253,biddable,200,new,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10254,biddable,229.97,used,Cellular,AT&T,Black,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
10255,biddable,0.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,contains description,0,0,99 ending
10256,biddable,40,used,No cellular,None,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10257,not biddable,499.99,new,Cellular,AT&T,Space Gray,128 GB,iPad mini,0,contains description,0,0,99 ending
10258,biddable,0.99,used,No cellular,None,White,16/32/64 GB,iPad 2,1,contains description,0,0,99 ending
10259,not biddable,150,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
10260,not biddable,334.99,new,Unknown,Unknown,Gold,Unknown,Unknown,0,contains description,0,0,99 ending
10261,biddable,250,used,Cellular,AT&T,White,16/32/64 GB,iPad Air 1/2,0,no description,95,4,not a 99 ending
10262,biddable,59.95,used,No cellular,None,White,16/32/64 GB,Unknown,1,contains description,0,0,not a 99 ending
10263,biddable,50,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
10264,biddable,225,refurbished,Cellular,AT&T,White,16/32/64 GB,iPad 4,0,contains description,0,0,not a 99 ending
10265,biddable,80,used,No cellular,None,Black,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
10266,not biddable,320,used,Cellular,AT&T,Gold,16/32/64 GB,iPad Air 1/2,0,no description,98,5,not a 99 ending
10267,not biddable,335,new,No cellular,None,Unknown,16/32/64 GB,iPad mini3,0,contains description,0,0,not a 99 ending
10268,biddable,200,used,Cellular,Verizon,White,16/32/64 GB,iPad 3,1,contains description,0,0,not a 99 ending
10269,biddable,100,used,No cellular,None,White,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
10270,biddable,29.99,used,Cellular,AT&T,Black,16/32/64 GB,iPad 1,1,contains description,0,0,99 ending
10271,biddable,75,used,No cellular,None,White,16/32/64 GB,iPad 3,1,no description,19,2,not a 99 ending
10272,not biddable,305,new,Cellular,Unknown,Black,16/32/64 GB,iPad 4,1,contains description,0,0,not a 99 ending
10273,biddable,150,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
10274,not biddable,144.99,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,contains description,0,0,99 ending
10275,biddable,78,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 1,1,no description,95,3,not a 99 ending
10276,biddable,19.95,refurbished,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
10277,not biddable,300,used,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10278,biddable,100,used,Cellular,AT&T,White,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
10279,not biddable,399,used,No cellular,None,Gold,16/32/64 GB,iPad Air 1/2,0,no description,101,4,99 ending
10280,biddable,329.99,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini3,1,contains description,0,0,99 ending
10281,biddable,0.01,used,Cellular,Verizon,Unknown,128 GB,iPad 4,1,no description,11,1,not a 99 ending
10282,not biddable,199.99,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,no description,100,3,99 ending
10283,biddable,20,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,no description,49,1,not a 99 ending
10284,biddable,100,used,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10285,biddable,0.01,used,Unknown,Unknown,Unknown,Unknown,iPad 1,1,contains description,0,0,not a 99 ending
10286,biddable,41,used,Cellular,Unknown,Unknown,16/32/64 GB,Unknown,1,contains description,0,0,not a 99 ending
10287,not biddable,439.99,new,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,99 ending
10288,biddable,74.99,used,No cellular,None,White,16/32/64 GB,iPad 2,1,contains description,0,0,99 ending
10289,biddable,250,used,Cellular,Verizon,Black,16/32/64 GB,iPad 3,1,no description,101,2,not a 99 ending
10290,biddable,50,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,no description,38,1,not a 99 ending
10291,biddable,0.99,used,No cellular,None,White,16/32/64 GB,iPad mini,1,contains description,0,0,99 ending
10292,biddable,0.99,used,Cellular,Verizon,Black,16/32/64 GB,iPad 3,1,contains description,0,0,99 ending
10293,biddable,5,used,Unknown,Unknown,White,16/32/64 GB,Unknown,1,contains description,0,0,not a 99 ending
10294,biddable,19.99,used,No cellular,None,Black,16/32/64 GB,iPad 1,1,contains description,0,0,99 ending
10295,biddable,50,used,Cellular,AT&T,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10296,biddable,89.99,used,No cellular,None,Black,16/32/64 GB,iPad mini,0,contains description,0,0,99 ending
10297,biddable,490,new,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10298,biddable,99,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini,1,contains description,0,0,99 ending
10299,biddable,200,used,No cellular,None,White,16/32/64 GB,iPad 3,0,contains description,0,0,not a 99 ending
10300,biddable,39.99,used,No cellular,None,Black,16/32/64 GB,iPad 1,1,no description,102,1,99 ending
10301,biddable,58,used,No cellular,None,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10302,biddable,225,used,No cellular,None,Unknown,16/32/64 GB,iPad 4,0,no description,100,3,not a 99 ending
10303,biddable,50,new,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,no description,36,0,not a 99 ending
10304,biddable,200,used,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10305,biddable,0.99,used,Cellular,Verizon,Unknown,16/32/64 GB,iPad mini,1,no description,30,1,99 ending
10306,not biddable,80,used,No cellular,None,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10307,biddable,250,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10308,not biddable,325,new,No cellular,None,White,16/32/64 GB,iPad mini3,0,contains description,0,0,not a 99 ending
10309,biddable,25,used,No cellular,None,Black,16/32/64 GB,iPad 3,1,contains description,0,0,not a 99 ending
10310,biddable,100,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,no description,99,2,not a 99 ending
10311,biddable,185,used,No cellular,None,White,16/32/64 GB,iPad 4,1,no description,97,2,not a 99 ending
10312,not biddable,305,new,Cellular,Unknown,Black,16/32/64 GB,iPad 4,1,contains description,0,0,not a 99 ending
10313,biddable,99.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,contains description,0,0,99 ending
10314,biddable,500,new,Cellular,Sprint/T-Mobile,Space Gray,128 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
10315,not biddable,350,new,No cellular,None,Unknown,16/32/64 GB,iPad mini 2,0,contains description,0,0,not a 99 ending
10316,not biddable,187.99,refurbished,No cellular,None,Unknown,16/32/64 GB,iPad mini 2,0,contains description,0,0,99 ending
10317,not biddable,109.98,refurbished,Cellular,AT&T,Unknown,16/32/64 GB,iPad 1,0,no description,100,6,not a 99 ending
10318,biddable,9.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,no description,99,11,99 ending
10319,not biddable,345,new,No cellular,None,Gold,16/32/64 GB,iPad mini3,1,contains description,0,0,not a 99 ending
10320,not biddable,350,used,Cellular,AT&T,White,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
10321,biddable,19.95,used,No cellular,None,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10322,biddable,5,used,No cellular,None,Black,16/32/64 GB,iPad 3,1,contains description,0,0,not a 99 ending
10323,biddable,100,used,No cellular,None,White,16/32/64 GB,iPad 2,1,no description,94,3,not a 99 ending
10324,biddable,70,used,No cellular,None,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10325,not biddable,124,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
10326,biddable,125,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
10327,biddable,0.99,used,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,1,no description,49,5,99 ending
10328,not biddable,80,used,Cellular,AT&T,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10329,biddable,97.5,used,Cellular,Verizon,Unknown,16/32/64 GB,iPad 2,1,no description,97,4,not a 99 ending
10330,biddable,0.1,new,No cellular,None,White,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
10331,biddable,100,used,Cellular,AT&T,Space Gray,128 GB,iPad Air 1/2,1,no description,94,2,not a 99 ending
10332,not biddable,375,used,Cellular,Verizon,Unknown,16/32/64 GB,iPad 4,1,no description,39,1,not a 99 ending
10333,biddable,20,used,No cellular,None,White,16/32/64 GB,iPad 1,1,no description,68,3,not a 99 ending
10334,biddable,99.75,used,No cellular,None,White,16/32/64 GB,iPad 4,1,contains description,0,0,not a 99 ending
10335,not biddable,250,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,no description,101,2,not a 99 ending
10336,biddable,70,used,No cellular,None,Black,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
10337,biddable,100,used,No cellular,None,Unknown,16/32/64 GB,iPad mini 2,1,contains description,0,0,not a 99 ending
10338,biddable,400,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10339,biddable,48,used,No cellular,None,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10340,biddable,0.99,refurbished,Cellular,AT&T,Black,16/32/64 GB,iPad 1,1,no description,16,15,99 ending
10341,biddable,40,used,Unknown,Unknown,White,Unknown,Unknown,1,contains description,0,0,not a 99 ending
10342,biddable,295,used,Cellular,Verizon,Space Gray,16/32/64 GB,iPad Air 1/2,1,no description,100,4,not a 99 ending
10343,not biddable,130,used,No cellular,None,White,16/32/64 GB,iPad mini,1,no description,26,19,not a 99 ending
10344,biddable,310,new,No cellular,None,White,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10345,biddable,80,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,1,no description,100,2,not a 99 ending
10346,not biddable,250,used,No cellular,None,White,16/32/64 GB,iPad mini Retina,1,no description,49,0,not a 99 ending
10347,biddable,150,used,No cellular,None,Black,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
10348,biddable,99.99,used,No cellular,None,Black,16/32/64 GB,Unknown,1,no description,15,1,99 ending
10349,biddable,40,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 1,1,no description,88,2,not a 99 ending
10350,not biddable,75,used,No cellular,None,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10351,biddable,140,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
10352,biddable,50,refurbished,No cellular,None,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10353,not biddable,292.5,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,no description,8,2,not a 99 ending
10354,biddable,100,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
10355,biddable,74,used,Cellular,AT&T,Black,16/32/64 GB,iPad 2,1,no description,101,2,not a 99 ending
10356,biddable,134.61,used,No cellular,None,White,16/32/64 GB,iPad 3,1,contains description,0,0,not a 99 ending
10357,biddable,100,new,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,no description,34,2,not a 99 ending
10358,biddable,125,used,No cellular,None,White,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
10359,not biddable,275,used,Cellular,Verizon,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
10360,biddable,0.99,used,Cellular,Unknown,Black,16/32/64 GB,iPad 1,1,no description,88,0,99 ending
10361,biddable,75,used,Cellular,AT&T,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10362,not biddable,189.99,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad mini,0,no description,100,2,99 ending
10363,biddable,149.99,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,no description,102,8,99 ending
10364,biddable,75,used,Cellular,AT&T,White,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10365,biddable,1,used,Cellular,Verizon,Black,16/32/64 GB,iPad mini,1,no description,108,8,not a 99 ending
10366,not biddable,99.99,used,Cellular,Unknown,Unknown,16/32/64 GB,iPad 1,0,contains description,0,0,99 ending
10367,not biddable,199.99,new,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,99 ending
10368,biddable,149.99,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,99 ending
10369,not biddable,339,refurbished,Cellular,Verizon,White,16/32/64 GB,iPad 3,0,contains description,0,0,not a 99 ending
10370,biddable,99,used,No cellular,None,Space Gray,16/32/64 GB,iPad mini 2,1,contains description,0,0,99 ending
10371,biddable,0.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,contains description,0,0,99 ending
10372,biddable,75,used,No cellular,None,Black,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
10373,biddable,120,used,No cellular,None,Black,16/32/64 GB,iPad 3,1,contains description,0,0,not a 99 ending
10374,not biddable,185.49,used,No cellular,None,Space Gray,16/32/64 GB,iPad mini,0,no description,21,1,not a 99 ending
10375,not biddable,350,new,No cellular,None,White,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
10376,biddable,150,used,Cellular,AT&T,White,16/32/64 GB,iPad 4,1,contains description,0,0,not a 99 ending
10377,not biddable,179.96,used,No cellular,None,Space Gray,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
10378,biddable,242,used,Cellular,Verizon,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10379,biddable,9.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,no description,99,14,99 ending
10380,biddable,50,used,No cellular,None,Black,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
10381,not biddable,389.99,used,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
10382,not biddable,95,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
10383,biddable,264.95,used,No cellular,None,Black,16/32/64 GB,iPad 4,0,no description,97,14,not a 99 ending
10384,biddable,75,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,no description,33,1,not a 99 ending
10385,not biddable,15,used,No cellular,None,Black,16/32/64 GB,Unknown,0,contains description,0,0,not a 99 ending
10386,not biddable,165,used,Unknown,Unknown,Black,16/32/64 GB,Unknown,0,no description,49,1,not a 99 ending
10387,biddable,49.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,1,no description,46,1,99 ending
10388,biddable,187,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,no description,100,5,not a 99 ending
10389,biddable,100,used,Unknown,Unknown,Black,Unknown,Unknown,1,no description,18,1,not a 99 ending
10390,not biddable,15,used,No cellular,None,Black,16/32/64 GB,Unknown,0,contains description,0,0,not a 99 ending
10391,biddable,29.99,used,Cellular,Verizon,Black,16/32/64 GB,iPad 2,1,contains description,0,0,99 ending
10392,biddable,150,new,No cellular,None,White,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
10393,biddable,71,used,No cellular,None,Black,16/32/64 GB,iPad 3,1,contains description,0,0,not a 99 ending
10394,not biddable,200,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 3,1,no description,101,4,not a 99 ending
10395,biddable,90,used,Cellular,Verizon,White,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
10396,biddable,150,used,No cellular,None,White,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
10397,biddable,0.99,refurbished,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,no description,50,4,99 ending
10398,biddable,0.99,new,Cellular,Unknown,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
10399,biddable,299,new,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
10400,biddable,30,used,Cellular,Unknown,Unknown,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10401,biddable,0.99,refurbished,No cellular,None,Unknown,16/32/64 GB,iPad 4,1,contains description,0,0,99 ending
10402,biddable,0.01,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 2,1,no description,95,2,not a 99 ending
