"","carat","cut","color","clarity","depth","table","price","x","y","z","price_hilo"
"28553",2.01,"Premium","J","VS2",60.5,60,13400,8.13,8.09,4.91,1
"1066",0.41,"Very Good","F","SI1",63,56,705,4.71,4.78,2.99,0
"2517",0.31,"Ideal","E","SI1",62.4,57,698,4.34,4.31,2.7,0
"22747",0.35,"Ideal","D","VS2",60.6,56,829,4.54,4.57,2.76,0
"33727",0.4,"Very Good","H","VS2",63.1,62,895,4.75,4.66,2.97,0
"9531",0.49,"Premium","G","VS2",59.8,59,1240,5.16,5.14,3.08,0
"35405",0.41,"Premium","G","VVS1",59.9,59,1230,4.83,4.79,2.88,0
"38140",0.37,"Good","H","SI1",64,55,528,4.53,4.57,2.91,0
"13846",0.34,"Ideal","G","VS2",61.9,55,765,4.53,4.49,2.79,0
"26360",0.83,"Premium","F","VS2",60.2,60,3495,6.09,6.04,3.65,0
"12113",1.26,"Very Good","E","VS2",59.5,57,9802,7.03,7.15,4.22,1
"17704",1,"Good","E","SI2",60.5,61,4004,6.31,6.38,3.84,1
"32291",1.22,"Ideal","H","SI2",61,57,5602,6.93,6.88,4.2,1
"23242",0.62,"Premium","F","SI2",61.7,60,1329,5.48,5.45,3.37,0
"34782",0.72,"Good","H","SI1",63.7,59,2277,5.63,5.68,3.6,0
"31896",2.13,"Very Good","J","SI1",62.8,58,13996,8.13,8.17,5.12,1
"19822",0.31,"Ideal","G","VVS1",61,56,789,4.36,4.4,2.67,0
"31781",1.11,"Premium","G","VS2",61,59,5346,6.7,6.67,4.08,1
"10743",1.01,"Ideal","D","VVS1",62.5,55,11767,6.44,6.39,4.01,1
"19770",0.35,"Premium","H","VS1",61.3,59,788,4.57,4.54,2.79,0
"28838",1,"Very Good","F","VS1",62.6,57,6468,6.35,6.42,4,1
"480",0.3,"Ideal","F","VVS1",61.8,55,857,4.32,4.35,2.68,0
"34184",1.05,"Very Good","J","SI1",62.5,58,4199,6.47,6.52,4.06,1
"18633",1.09,"Good","D","VS1",63.9,57,7493,6.57,6.49,4.17,1
"28817",1.23,"Ideal","G","VVS2",61,57,10304,6.93,6.9,4.22,1
"25129",0.55,"Premium","E","SI2",61.9,58,1273,5.24,5.2,3.23,0
"12609",0.72,"Ideal","D","SI2",60.5,57,3176,5.82,5.89,3.54,0
"12789",0.3,"Premium","G","VVS2",60.8,58,684,4.34,4.38,2.65,0
"35996",0.5,"Good","D","VS2",63.3,54,1635,5.04,5.07,3.2,0
"28727",1.52,"Ideal","G","VVS2",60.6,57,15760,7.45,7.49,4.52,1
"13248",1.22,"Ideal","E","SI1",61.7,56,7215,6.92,6.88,4.26,1
"20469",0.3,"Premium","H","VVS2",63,56,776,4.28,4.23,2.68,0
"39766",0.9,"Very Good","F","VS2",61.8,57,5218,6.16,6.23,3.83,1
"16222",0.81,"Premium","H","VS1",61.7,58,3107,5.98,5.95,3.68,0
"12966",0.72,"Very Good","E","VVS2",61.3,60,3495,5.73,5.76,3.52,0
"11222",0.37,"Ideal","G","SI2",61.3,55,518,4.64,4.66,2.85,0
"6991",0.4,"Ideal","I","VS1",61.9,57,736,4.73,4.74,2.93,0
"11181",1.22,"Very Good","G","SI1",62.1,58,6334,6.84,6.89,4.26,1
"11038",1.01,"Very Good","F","SI1",62.9,57,6075,6.35,6.4,4.01,1
"20695",0.54,"Ideal","D","SI1",60.8,57,1786,5.31,5.25,3.21,0
"13696",0.35,"Premium","I","VS1",61.8,58,552,4.5,4.53,2.79,0
"577",1.51,"Fair","H","SI2",65.5,56,6816,7.18,7.13,4.69,1
"3105",1.11,"Ideal","I","SI2",61.9,57,4377,6.62,6.66,4.11,1
"6148",1.01,"Very Good","E","VS2",64,56,6771,6.22,6.37,4.03,1
"31637",0.52,"Ideal","G","VS1",62.3,54,1629,5.15,5.18,3.22,0
"16886",0.31,"Premium","E","VS2",60.8,58,872,4.37,4.35,2.65,0
"33133",0.51,"Good","G","VVS2",63.4,57,1800,5.06,5.09,3.22,0
"10318",0.9,"Very Good","H","VS1",62.1,59,4309,6.09,6.14,3.8,1
"17334",0.58,"Premium","H","SI1",62.1,55,1332,5.38,5.35,3.33,0
"122",1.24,"Ideal","H","SI1",61.3,57,6254,6.95,6.89,4.24,1
"35248",0.59,"Very Good","J","VS2",62.1,57,1261,5.34,5.39,3.33,0
"28031",0.75,"Premium","E","SI2",61.9,55,2214,5.89,5.84,3.63,0
"38136",1.51,"Ideal","E","VS1",61.5,57,18729,7.34,7.4,4.53,1
"31735",0.31,"Premium","H","VVS1",62.1,58,707,4.33,4.36,2.7,0
"14447",0.74,"Ideal","F","SI2",61.6,55,2410,5.81,5.87,3.6,0
"18658",1.06,"Premium","F","I1",60.3,58,3158,6.59,6.56,3.96,0
"19434",0.43,"Ideal","G","VVS1",60.5,57,1207,4.86,4.92,2.96,0
"870",0.33,"Premium","H","VVS2",61.6,58,666,4.42,4.45,2.73,0
"11622",0.54,"Premium","D","VVS1",61.4,57.5,3194,5.25,5.28,3.23,0
"16719",0.53,"Very Good","E","VS1",62.6,59,1909,5.19,5.25,3.27,0
"16837",2.16,"Ideal","F","I1",61,57,9036,8.4,8.32,5.1,1
"33566",0.96,"Ideal","I","I1",62,56,2363,6.3,6.34,3.92,0
"19152",1.5,"Very Good","E","SI1",60.4,59,12000,7.35,7.39,4.45,1
"13709",1.22,"Very Good","H","SI1",61.2,60,6071,6.83,6.9,4.2,1
"11953",1.11,"Ideal","D","VVS1",61.6,55,14667,6.7,6.68,4.12,1
"12095",0.71,"Premium","E","SI2",61.1,58,2306,5.76,5.73,3.51,0
"6459",0.31,"Ideal","F","IF",62.1,54,914,4.36,4.4,2.72,0
"39446",0.36,"Premium","D","VS2",61.8,58,1094,4.58,4.55,2.82,0
"15797",1.06,"Ideal","F","SI1",61.3,57,4862,6.56,6.51,4.01,1
"20250",1.22,"Good","G","VS2",59.9,61,8533,6.88,6.91,4.13,1
"15608",0.3,"Ideal","F","VVS1",61.9,58,814,4.26,4.3,2.65,0
"10737",1.51,"Ideal","G","VS1",60.6,57,14375,7.38,7.48,4.5,1
"14838",0.72,"Ideal","H","IF",62.1,58,3283,5.72,5.75,3.56,0
"28755",0.3,"Ideal","F","VS1",61.6,54,621,4.32,4.35,2.67,0
"29179",1.01,"Very Good","D","VS2",62.8,57,7278,6.33,6.4,4,1
"17919",0.41,"Ideal","D","SI1",60.8,57,791,4.8,4.84,2.93,0
"8491",0.31,"Ideal","E","VS2",61.7,55,642,4.35,4.37,2.69,0
"16248",0.51,"Ideal","F","VS1",61.3,54,1836,5.23,5.12,3.17,0
"17834",1.01,"Fair","D","SI2",65.3,55,4205,6.33,6.19,4.09,1
"14786",0.3,"Ideal","E","VVS2",62,56,742,4.3,4.34,2.68,0
"28058",1.01,"Premium","I","SI1",62.9,58,4242,6.37,6.34,4,1
"19836",0.58,"Very Good","G","VS2",63.2,58,1336,5.36,5.28,3.36,0
"31636",0.31,"Premium","I","SI1",62.3,59,523,4.32,4.29,2.68,0
"25108",0.62,"Premium","F","SI1",63,59,1777,5.43,5.39,3.41,0
"33168",0.32,"Premium","G","VS1",62.5,60,828,4.35,4.29,2.7,0
"6546",0.41,"Very Good","H","IF",62.9,54,1187,4.71,4.74,2.97,0
"16167",0.31,"Ideal","G","VVS1",61.5,55,789,4.39,4.42,2.71,0
"6853",0.71,"Ideal","G","VS1",61.8,56.1,3123,5.72,5.74,3.54,0
"10701",0.57,"Ideal","F","VVS2",61.6,57,2322,5.32,5.36,3.29,0
"16344",1.52,"Ideal","G","VS1",59.7,57,13903,7.5,7.48,4.47,1
"27955",0.35,"Ideal","F","VVS1",61.5,55,945,4.51,4.56,2.79,0
"3314",0.63,"Ideal","D","VS2",61.5,54,2013,5.54,5.58,3.42,0
"23416",0.5,"Premium","H","SI1",59,59,1156,5.22,5.18,3.07,0
"545",1.07,"Very Good","G","VVS2",59.4,57,7597,6.74,6.69,3.99,1
"29580",0.71,"Very Good","F","SI1",61.1,58,2742,5.71,5.77,3.51,0
"1576",1.54,"Premium","I","SI2",62.4,59,6640,7.33,7.35,4.58,1
"9868",1.03,"Very Good","G","VS1",62.2,57,6539,6.42,6.47,4.01,1
"32203",1.51,"Ideal","F","VVS2",62.6,57,16754,7.36,7.25,4.57,1
"6321",0.62,"Fair","J","SI1",65.4,59,1101,5.39,5.28,3.49,0
"6449",1.72,"Premium","H","SI1",62.2,59,9551,7.62,7.55,4.72,1
"27618",1.03,"Very Good","F","SI1",58,60,5241,6.68,6.74,3.89,1
"4811",0.42,"Ideal","H","VVS2",62.4,56,921,4.78,4.8,2.99,0
"16777",1.12,"Ideal","F","VS2",62.1,56,8251,6.63,6.67,4.13,1
"11540",2.07,"Ideal","G","SI2",62,55,17095,8.23,8.13,5.07,1
"32414",1.58,"Premium","E","VS2",60.1,60,14453,7.53,7.54,4.53,1
"7078",1.01,"Ideal","G","VS2",62.1,57,6734,6.4,6.45,3.99,1
"2699",0.41,"Premium","G","VS1",61.7,57,961,4.78,4.75,2.94,0
"3538",0.36,"Ideal","H","VS2",60.8,56,587,4.61,4.63,2.81,0
"37830",1.5,"Fair","E","SI2",64.8,55,6922,7.26,7.15,4.67,1
"8970",0.5,"Good","G","VS1",61.9,61.5,1565,5.03,5.04,3.12,0
"5027",0.6,"Ideal","D","SI2",61.3,59,1338,5.42,5.48,3.34,0
"4922",1.5,"Good","F","SI2",59.7,61,8181,7.39,7.44,4.43,1
"17200",0.7,"Very Good","J","VS2",63.2,57,1997,5.63,5.66,3.57,0
"5347",0.73,"Ideal","H","IF",62.3,55,3785,5.77,5.79,3.6,0
"4291",1.01,"Very Good","G","VS2",60.2,58,6213,6.51,6.54,3.93,1
"34391",0.42,"Premium","F","VS1",60.9,59,1103,4.85,4.8,2.94,0
"32075",0.42,"Very Good","I","SI1",63.5,54,829,4.76,4.72,3.01,0
"14856",0.9,"Very Good","G","VS2",62.7,59,4543,6.09,6.16,3.84,1
"4573",0.32,"Ideal","H","IF",61.1,56,1116,4.46,4.45,2.72,0
"4780",0.71,"Good","I","VS2",64.3,63,2270,5.63,5.56,3.6,0
"37575",0.59,"Premium","H","VVS2",62.3,55,1886,5.42,5.33,3.35,0
"19563",1.06,"Good","G","VS1",63.4,57,6477,6.45,6.48,4.1,1
"6957",0.71,"Premium","F","VS1",59.2,58,2839,5.87,5.82,3.46,0
"39640",0.33,"Premium","G","SI2",62.6,58,434,4.4,4.42,2.76,0
"888",0.91,"Good","E","VS2",56.3,64,4823,6.37,6.42,3.6,1
"24252",1.02,"Premium","H","VS1",62.1,59,5569,6.43,6.38,3.98,1
"27300",1.2,"Premium","G","SI1",63,58,6026,6.72,6.68,4.22,1
"6170",0.32,"Premium","H","VS2",62.5,59,505,4.33,4.38,2.72,0
"3521",1.35,"Ideal","G","VS1",61.5,56,10193,7.12,7.15,4.39,1
"30428",0.32,"Very Good","D","SI1",62.7,57,589,4.34,4.37,2.73,0
"1727",1.5,"Premium","I","SI2",59.5,62,7140,7.46,7.39,4.42,1
"18380",0.92,"Ideal","F","SI2",61.5,53,4691,6.26,6.3,3.86,1
"38430",0.33,"Very Good","G","VS1",61.2,57,643,4.46,4.49,2.73,0
"7368",0.7,"Premium","E","VS1",62.6,59,2887,5.66,5.69,3.55,0
"27471",1.29,"Very Good","D","SI2",61.9,58,6126,6.99,7.03,4.34,1
"35366",1.08,"Ideal","F","VS2",62.5,57,7625,6.52,6.57,4.09,1
"4888",0.32,"Ideal","H","VVS2",61.8,55,645,4.38,4.42,2.72,0
"1786",1.09,"Ideal","G","VVS2",61.5,55,8057,6.66,6.61,4.08,1
"7920",0.3,"Very Good","G","VS1",62.3,59,605,4.27,4.3,2.67,0
"31957",1.53,"Ideal","G","SI1",60.1,57,10947,7.46,7.57,4.52,1
"36616",0.7,"Good","E","VS1",58.7,60,3148,5.79,5.83,3.41,0
"1461",0.3,"Ideal","F","VVS2",61.5,55,694,4.33,4.35,2.67,0
"11084",0.38,"Ideal","E","SI1",61.4,57,838,4.67,4.64,2.86,0
"13765",2.01,"Very Good","H","SI1",60.1,60,17476,8.25,8.2,4.94,1
"811",1.01,"Very Good","E","VS2",61.6,58,6754,6.43,6.49,3.98,1
"25792",0.43,"Very Good","E","VS2",62.2,58,869,4.81,4.87,3.01,0
"5864",1.2,"Ideal","H","VS1",60.8,58,7473,6.85,6.91,4.18,1
"13532",0.7,"Premium","E","VS1",59.4,61,2826,5.78,5.74,3.42,0
"22972",0.77,"Ideal","H","VS2",62,56,2763,5.89,5.86,3.64,0
"25870",0.37,"Ideal","E","VS2",62,57,811,4.6,4.63,2.86,0
"30229",0.34,"Ideal","G","VVS2",61.9,57,775,4.44,4.48,2.76,0
"13282",0.32,"Ideal","E","VVS1",61.3,57,1020,4.43,4.38,2.7,0
"5821",1.57,"Ideal","G","SI1",61.7,55,8752,7.51,7.44,4.61,1
"38292",0.7,"Very Good","D","VS1",61.2,56,3567,5.68,5.75,3.5,0
"781",0.7,"Very Good","D","SI2",63.3,57,2354,5.64,5.6,3.56,0
"28982",1.01,"Premium","D","SI1",61.5,61,5644,6.47,6.37,3.95,1
"25463",1.03,"Good","J","SI1",63.6,57,2855,6.38,6.29,4.03,0
"1516",0.3,"Ideal","D","VS2",62.2,54,911,4.31,4.28,2.67,0
"14482",0.31,"Premium","H","VS1",61.4,56,698,4.39,4.37,2.69,0
"17627",1.01,"Premium","H","SI2",60.3,60,4412,6.49,6.45,3.9,1
"13819",0.55,"Ideal","J","VS2",60.4,58,1133,5.29,5.34,3.21,0
"27116",1.03,"Ideal","D","SI2",60.5,58,5491,6.52,6.58,3.96,1
"29481",1,"Very Good","D","SI1",59.2,62,5621,6.49,6.54,3.86,1
"13877",0.95,"Very Good","D","SI2",60.1,61,4418,6.35,6.37,3.82,1
"10590",1.2,"Very Good","J","VS1",63.1,59,5376,6.75,6.65,4.23,1
"33451",0.73,"Ideal","H","SI2",61.6,57,2260,5.79,5.81,3.57,0
"23069",2.01,"Very Good","I","VS1",62.8,59,17877,8.02,8.07,5.05,1
"26548",0.5,"Premium","G","VVS1",61,60,1966,5.08,5.12,3.11,0
"8464",0.8,"Ideal","E","SI2",60.8,56,2939,6.02,6.01,3.66,0
"14435",0.71,"Ideal","E","SI1",62.9,57,2651,5.67,5.72,3.58,0
"12435",0.56,"Ideal","G","VVS1",62,56,2202,5.28,5.3,3.28,0
"9973",0.92,"Very Good","D","VS1",61.9,58,7544,6.19,6.24,3.85,1
"20153",0.31,"Ideal","D","VS2",62.5,56,942,4.36,4.34,2.72,0
"30401",0.41,"Premium","F","VS2",60.3,58,1107,4.85,4.8,2.91,0
"33474",0.76,"Ideal","E","VS2",62.1,55,4039,5.84,5.88,3.64,1
"8949",0.76,"Good","G","VS1",60.3,60.7,3121,5.86,5.9,3.55,0
"292",1.41,"Premium","G","SI1",59.5,59,8758,7.35,7.3,4.36,1
"6865",1.31,"Premium","J","SI1",59.4,60,5546,7.12,7.06,4.21,1
"30814",0.33,"Ideal","D","VS2",61.8,56,1002,4.44,4.4,2.73,0
"33107",0.27,"Ideal","G","VVS2",60.8,57,566,4.18,4.2,2.54,0
"4007",1.53,"Ideal","G","SI1",62.4,57,11230,7.33,7.41,4.6,1
"24286",1.09,"Ideal","F","IF",61.6,55,11888,6.59,6.65,4.08,1
"10522",0.53,"Ideal","I","VVS2",61.2,56,1341,5.21,5.28,3.21,0
"24499",0.46,"Very Good","E","VS2",62.1,57,1194,4.89,4.93,3.05,0
"31078",0.31,"Ideal","H","VVS1",61.8,57,707,4.32,4.35,2.68,0
"34945",0.57,"Very Good","F","SI1",58.6,57,1364,5.37,5.59,3.21,0
"33574",0.31,"Very Good","E","SI1",62.3,56,544,4.37,4.4,2.73,0
"39968",1.51,"Premium","H","VS1",59.6,60,10655,7.5,7.41,4.44,1
"30010",0.71,"Ideal","F","VS1",60.9,57,3710,5.76,5.78,3.51,0
"5517",0.44,"Premium","I","VVS1",60.8,57,990,4.93,4.88,2.98,0
"32719",1,"Ideal","D","SI1",60.6,56,5880,6.54,6.5,3.95,1
"35447",0.9,"Premium","H","VS1",63,62,3838,6.09,6,3.81,0
"24879",0.32,"Ideal","F","SI2",61.7,56,720,4.44,4.41,2.73,0
"29342",0.41,"Good","E","SI1",59.5,62,760,4.85,4.87,2.89,0
"36202",0.57,"Ideal","E","VS2",62.5,56,1853,5.3,5.33,3.32,0
"29992",1.63,"Ideal","I","VS2",61.8,56,11963,7.56,7.59,4.68,1
"31352",0.7,"Good","F","SI1",64.3,63,1955,5.55,5.58,3.58,0
"32073",0.57,"Very Good","F","VVS1",61.9,56,2591,5.31,5.34,3.29,0
"28800",0.9,"Good","J","SI2",63.9,56,2693,6.1,6.17,3.92,0
"19974",2.09,"Premium","H","SI2",60.9,58,13119,8.23,8.2,5,1
"26337",0.41,"Ideal","H","VVS1",61.4,56,1115,4.8,4.77,2.94,0
"6515",1.27,"Premium","I","VS1",62.2,59,6415,6.87,6.92,4.29,1
"12844",1.03,"Premium","F","VVS2",61.3,57,8527,6.53,6.49,3.99,1
"37445",1.24,"Very Good","F","VS2",60.9,60,8907,6.96,6.93,4.23,1
"8731",0.36,"Premium","D","SI1",61.4,58,663,4.56,4.59,2.81,0
"28628",0.32,"Premium","H","VVS2",61,58,828,4.44,4.41,2.7,0
"7711",1.26,"Ideal","H","SI1",61,56,6837,7.04,7,4.28,1
"16147",0.75,"Very Good","H","VS1",59.3,59,2513,5.87,6,3.52,0
"16939",0.52,"Very Good","F","SI2",57.9,61,1273,5.28,5.33,3.07,0
"26889",0.72,"Very Good","F","SI1",62.3,57,2540,5.72,5.77,3.58,0
"30338",1.04,"Very Good","G","VS2",63.4,55,6232,6.48,6.42,4.09,1
"3558",0.31,"Ideal","F","VS2",61.9,57,583,4.32,4.34,2.68,0
"19984",0.29,"Premium","G","VS1",62.1,59,547,4.25,4.22,2.63,0
"15532",0.32,"Premium","G","VS2",61.5,60,720,4.39,4.36,2.69,0
"17745",1.18,"Premium","G","VVS2",61.6,58,9137,6.77,6.8,4.18,1
"7889",1.5,"Very Good","F","VS2",63.4,61,8736,7.12,7.08,4.5,1
"30671",0.9,"Very Good","F","VS2",62.2,57,4617,6.17,6.24,3.86,1
"15119",1.13,"Ideal","D","VVS2",61.7,57,12150,6.65,6.68,4.11,1
"26550",0.34,"Ideal","E","VVS1",62.2,54,973,4.52,4.55,2.82,0
"16699",0.9,"Ideal","G","SI1",60.2,56,3894,6.24,6.29,3.77,0
"9751",1.02,"Premium","J","SI2",62.3,58,3119,6.42,6.37,3.98,0
"34027",0.34,"Ideal","I","VS1",62,54,501,4.49,4.51,2.79,0
"29689",0.3,"Very Good","J","VS1",63.4,57,506,4.26,4.23,2.69,0
"19623",0.39,"Ideal","H","VS1",61.9,57,740,4.71,4.76,2.93,0
"27895",0.71,"Ideal","I","VS1",62.2,54,2557,5.71,5.75,3.56,0
"15118",1.01,"Very Good","G","VS2",62.7,61,5747,6.32,6.35,3.97,1
"9518",0.7,"Very Good","F","VS2",62.2,56,2400,5.7,5.74,3.56,0
"1326",1.25,"Premium","G","VS1",60.7,56,9282,7.01,6.93,4.23,1
"13099",0.42,"Ideal","E","VVS2",61.8,56,1216,4.78,4.8,2.96,0
"30181",1.52,"Ideal","J","VVS2",62.6,58,9541,7.32,7.34,4.59,1
"22619",0.7,"Very Good","F","SI2",56.9,62,2177,5.87,5.9,3.35,0
"35071",0.72,"Ideal","E","SI1",61.2,56,2642,5.75,5.79,3.53,0
"5850",0.32,"Ideal","H","VS2",63,57,648,4.37,4.33,2.74,0
"19008",1.2,"Ideal","J","VS1",61.3,56,5534,6.83,6.87,4.2,1
"410",0.3,"Very Good","G","SI1",61,57,447,4.31,4.34,2.64,0
"17063",0.41,"Premium","G","VS2",59.9,59,1061,4.86,4.82,2.9,0
"22581",0.54,"Ideal","E","VVS2",61.6,56,2776,5.25,5.27,3.24,0
"23347",1.44,"Premium","F","SI1",62.9,58,9653,7.2,7.14,4.51,1
"14241",0.53,"Ideal","G","SI1",61,56,1284,5.23,5.26,3.2,0
"5830",0.31,"Premium","H","IF",61.7,58,816,4.33,4.36,2.68,0
"7912",1.14,"Good","H","SI1",62.8,58,5487,6.62,6.67,4.17,1
"10102",1.13,"Premium","H","SI1",62,58,5050,6.67,6.63,4.12,1
"30584",1.05,"Premium","E","SI2",61.5,59,4139,6.52,6.58,4.03,1
"18549",0.83,"Ideal","F","VS2",62.3,56,4417,5.99,6.02,3.74,1
"15640",1.02,"Premium","G","VVS1",62.1,59,8005,6.39,6.36,3.96,1
"11318",0.86,"Ideal","H","SI2",61.8,55,2892,6.12,6.14,3.79,0
"26081",0.4,"Very Good","I","SI1",63.2,55,765,4.72,4.68,2.97,0
"20891",1.04,"Ideal","E","SI2",61.1,56,5067,6.55,6.51,3.99,1
"12319",2.04,"Very Good","H","SI2",60,60,16319,8.21,8.17,4.91,1
"7890",0.52,"Good","E","SI1",63.7,54,1388,5.12,5.15,3.27,0
"15076",0.51,"Ideal","F","VVS2",62.2,57,2083,5.12,5.17,3.2,0
"39293",0.91,"Ideal","G","SI1",62.1,57,4240,6.2,6.23,3.86,1
"17804",1.5,"Ideal","G","VS1",62.3,57,14067,7.25,7.32,4.54,1
"22089",0.31,"Premium","D","VS2",62.6,59,734,4.3,4.33,2.7,0
"27297",0.9,"Ideal","F","SI1",61.5,56,4284,6.25,6.2,3.83,1
"19521",0.3,"Very Good","E","VVS2",63.2,56,622,4.23,4.28,2.69,0
"28303",0.6,"Premium","E","VVS2",62.4,61,2393,5.36,5.31,3.33,0
"36486",1.01,"Premium","G","VVS2",61.9,59,7821,6.41,6.45,3.98,1
"31065",0.8,"Premium","H","SI1",62.5,59,2553,5.96,5.91,3.71,0
"3647",0.75,"Ideal","D","SI1",62,58,3152,5.81,5.84,3.61,0
"10423",1.01,"Premium","H","SI2",59.4,62,3083,6.47,6.43,3.83,0
"6779",0.34,"Ideal","F","VS2",61.5,55,726,4.53,4.57,2.8,0
"9041",1.06,"Premium","E","SI1",63,56,4689,6.54,6.45,4.09,1
"37408",1.01,"Premium","F","VS1",61.4,60,7792,6.45,6.39,3.94,1
"37631",0.4,"Ideal","I","VVS1",60.5,57,1080,4.79,4.76,2.89,0
"16085",0.41,"Good","E","VVS1",64.1,55,1228,4.68,4.71,3.01,0
"8712",1.07,"Very Good","F","SI1",61.6,58,6061,6.54,6.6,4.05,1
"28812",1.03,"Very Good","G","VS1",63,56,6539,6.43,6.46,4.06,1
"11839",1,"Ideal","G","SI2",62.3,56,4861,6.46,6.44,3.96,1
"14033",0.57,"Fair","E","SI1",64.6,59,1383,5.22,5.18,3.36,0
"37393",1.07,"Ideal","E","VVS2",61.8,54,10453,6.56,6.61,4.07,1
"29536",0.31,"Ideal","E","SI2",61.7,56,435,4.35,4.4,2.7,0
"747",0.31,"Ideal","I","VS1",61.9,54,489,4.34,4.38,2.7,0
"28094",1.13,"Ideal","G","VS1",61.7,54,7404,6.77,6.71,4.16,1
"14492",0.71,"Premium","I","VVS1",62,58,2572,5.7,5.65,3.52,0
"7148",1.5,"Premium","E","I1",61.5,58,4032,7.38,7.2,4.5,1
"35771",0.87,"Ideal","F","SI2",62.2,56,3090,6.03,6.13,3.78,0
"30913",0.91,"Good","E","SI2",63.9,61,3538,6.03,6.09,3.87,0
"27910",0.26,"Very Good","E","VVS1",61.5,56,657,4.1,4.15,2.53,0
"21359",0.5,"Good","E","SI2",63.7,55,1181,5.08,5.03,3.22,0
"38230",0.34,"Ideal","E","SI1",62.2,55,596,4.45,4.49,2.78,0
"29725",1.51,"Ideal","D","SI1",61.9,57,11834,7.35,7.42,4.57,1
"38568",0.25,"Premium","E","VVS2",62,59,740,4.08,4.05,2.52,0
"9801",0.5,"Ideal","G","VS1",62.3,55,1746,5.11,5.07,3.17,0
"31071",1.8,"Ideal","H","VS1",62.3,56,14968,7.76,7.79,4.84,1
"17351",0.31,"Ideal","E","VS2",61.5,56,680,4.34,4.37,2.68,0
"32431",0.76,"Premium","E","SI1",60.4,58,2789,5.92,5.94,3.58,0
"24254",0.23,"Very Good","F","VVS1",63.2,58,505,3.89,3.93,2.47,0
"30516",1.21,"Very Good","I","SI2",63.4,62,3964,6.84,6.69,4.31,1
"36548",0.38,"Premium","E","SI2",59.9,56,596,4.79,4.72,2.85,0
"19529",0.4,"Premium","F","VS1",61.4,58,982,4.73,4.75,2.91,0
"2819",1.06,"Ideal","H","SI1",62.7,57,4120,6.48,6.53,4.08,1
"10368",0.37,"Ideal","J","VS1",62.6,57,624,4.57,4.54,2.85,0
"8495",0.78,"Very Good","H","VS1",61.7,56,2947,5.92,5.94,3.66,0
"11108",0.55,"Ideal","E","VVS2",61.1,57,2664,5.3,5.33,3.24,0
"20259",1.23,"Premium","F","VS2",62.9,58,8486,6.82,6.76,4.27,1
"9977",0.33,"Ideal","J","VS1",61.9,54.3,456,4.45,4.47,2.76,0
"18772",1.02,"Premium","G","VS2",60.5,54,6169,6.57,6.48,3.95,1
"39678",0.96,"Ideal","G","SI1",62.6,57,4355,6.28,6.24,3.92,1
"7765",0.69,"Very Good","F","VVS2",61.5,60,2993,5.64,5.67,3.48,0
"24246",1.5,"Very Good","G","VS2",60.5,57,12014,7.39,7.43,4.48,1
"16326",0.58,"Very Good","F","VS2",60.7,63,1914,5.39,5.36,3.26,0
"23115",1.33,"Premium","I","SI2",62.3,59,5765,7.01,6.98,4.36,1
"15267",1.62,"Ideal","I","VS2",61.8,55,11217,7.56,7.59,4.68,1
"14633",2.08,"Premium","J","VS2",60.3,59,14933,8.29,8.23,4.98,1
"17755",0.35,"Ideal","J","VS1",61.5,56,478,4.56,4.58,2.81,0
"29616",0.25,"Good","E","VVS2",61.2,62,505,4.04,4.07,2.48,0
"20100",0.37,"Ideal","H","IF",61.4,55,936,4.63,4.66,2.85,0
"37841",1.2,"Premium","I","SI2",59,60,4234,6.99,6.95,4.11,1
"33799",1.67,"Ideal","G","VS1",61.5,55,16643,7.62,7.67,4.7,1
"17971",0.5,"Ideal","E","VS2",61.5,55,1554,5.11,5.16,3.16,0
"37728",0.8,"Good","G","SI1",62.7,57,2810,5.84,5.93,3.69,0
"11947",0.52,"Very Good","H","VVS2",61.7,63,1605,5.26,5.16,3.22,0
"39470",0.7,"Ideal","H","SI1",61.5,55,2815,5.73,5.79,3.54,0
"35671",2.14,"Ideal","H","SI2",63,55,12720,8.25,8.23,5.19,1
"19814",2.01,"Premium","H","VS2",62.6,58,15395,8.03,7.94,5,1
"31016",1.11,"Very Good","F","VVS2",60.8,57,9792,6.7,6.73,4.08,1
"21265",1,"Premium","D","SI2",61.6,60,4758,6.37,6.33,3.91,1
"21063",2.02,"Fair","H","SI1",66.3,57,13502,7.71,7.79,5.14,1
"19902",1.65,"Ideal","G","VS2",60.8,56,14456,7.65,7.7,4.67,1
"27974",0.3,"Ideal","E","VS2",62.6,54,658,4.29,4.33,2.7,0
"2387",1.27,"Ideal","J","VS2",62.9,54,5925,6.87,6.9,4.33,1
"27401",0.31,"Very Good","G","SI2",63.2,55,523,4.33,4.31,2.73,0
"20484",0.9,"Very Good","G","SI2",61.4,58,3489,6.16,6.21,3.8,0
"25182",1.05,"Ideal","D","VS2",61.7,59,7965,6.5,6.53,4.02,1
"15948",0.4,"Ideal","G","VVS2",61.5,57,1172,4.74,4.76,2.92,0
"32114",1.01,"Good","F","SI1",65.5,58,4369,6.11,6.25,4.05,1
"31544",0.24,"Good","F","VVS1",64.8,57,492,3.9,3.94,2.54,0
"4343",1.5,"Good","D","SI1",61.3,61,13603,7.32,7.39,4.51,1
"19078",1.05,"Ideal","J","SI1",61.7,55,4405,6.54,6.56,4.04,1
"2705",0.32,"Very Good","H","SI2",60.4,59,393,4.39,4.42,2.66,0
